Date,Open,High,Low,Close,Adj Close,Volume
1/3/2012,30,31,29.879999,30.52,28.750088,1555500
1/4/2012,30.469999,33.48,30.43,32.610001,30.718884,3051400
1/5/2012,32.459999,32.93,31.9,32.619999,30.728302,1521700
1/6/2012,32.810001,32.810001,31.540001,31.629999,29.795715,1411500
1/9/2012,31.870001,31.870001,31.120001,31.379999,29.560213,1104100
1/10/2012,32.099998,32.549999,31.32,31.93,30.078318,1340300
1/11/2012,31.76,32.060001,31.309999,31.950001,30.09716,1748300
1/12/2012,31.42,32.369999,30.940001,31.09,29.287033,2337300
1/13/2012,30.870001,31.780001,30.610001,31.440001,29.616735,1494600
1/17/2012,32.09,34.400002,31.940001,33.860001,31.896393,2792100
1/18/2012,33.91,35.459999,33.810001,35.43,33.375347,1601800
1/19/2012,34.290001,34.810001,33.52,33.759998,31.802193,2567900
1/20/2012,32,32.790001,31.25,32.540001,30.652945,2989300
1/23/2012,32.630001,33.630001,32.630001,33.299999,31.368868,1194400
1/24/2012,32.900002,33.099998,32.57,33.040001,31.123949,1025600
1/25/2012,32.93,34.880001,32.889999,34.689999,32.678261,2237700
1/26/2012,35,35,33.290001,33.950001,31.981173,1196300
1/27/2012,31.91,33.080002,31.52,32.860001,30.954386,2304400
1/30/2012,32.32,33,31.549999,32.799999,30.897863,1219400
1/31/2012,33.139999,34.259998,32.560001,33.740002,31.783356,1853900
2/1/2012,32.099998,32.330002,31.52,31.83,29.984118,6517000
2/2/2012,31.870001,31.9,30.65,31.09,29.287033,2738600
2/3/2012,31.32,32.09,30.690001,31.91,30.059477,3354500
2/6/2012,31.75,32.049999,31.24,31.559999,29.729776,1964800
2/7/2012,31.559999,31.559999,30.07,30.52,28.750088,3419400
2/8/2012,30.719999,31.440001,30,30.41,28.646467,3975000
2/9/2012,30.68,30.76,28.34,29.73,28.005901,4596800
2/10/2012,29.25,29.639999,29.110001,29.290001,27.591417,1949200
2/13/2012,29.76,31.110001,29.51,30.82,29.03269,2709500
2/14/2012,30.290001,32.310001,30.290001,31.58,29.748617,3198900
2/15/2012,31.889999,32.259998,31.08,31.209999,29.400072,1699500
2/16/2012,31.08,32.880001,30.959999,32.549999,30.662367,2289600
2/17/2012,32.810001,33.09,32.360001,32.93,31.020329,1296000
2/21/2012,33.16,33.52,32.73,33.279999,31.350027,1392200
2/22/2012,33.330002,33.330002,32.080002,32.360001,30.483383,2141800
2/23/2012,32.259998,34.610001,32.18,34.48,32.480442,2178400
2/24/2012,34.099998,35.009998,33.82,34.82,32.80072,2337700
2/27/2012,35.200001,35.259998,34.459999,34.459999,32.461601,1423800
2/28/2012,34.599998,34.990002,33.580002,33.759998,31.802193,1700200
2/29/2012,33.279999,33.48,32.029999,32.07,30.210199,1986900
3/1/2012,32.23,32.98,31.860001,32.59,30.700045,1639000
3/2/2012,32.5,32.549999,31.42,31.549999,29.720352,1426200
3/5/2012,31.26,31.35,30.459999,30.57,28.797188,1583200
3/6/2012,29.959999,30.360001,29.440001,30.040001,28.297922,2067400
3/7/2012,30.209999,30.68,29.889999,30.41,28.646467,1062900
3/8/2012,30.709999,30.99,30.23,30.620001,28.844288,989400
3/9/2012,30.620001,31.309999,30.58,30.860001,29.070372,1200000
3/12/2012,30.82,30.92,29.93,30.35,28.589945,900000
3/13/2012,30.639999,31.360001,30.370001,31.25,29.437752,1186300
3/14/2012,31.1,31.68,30.77,31.049999,29.249352,938000
3/15/2012,31.040001,31.540001,30.67,30.73,28.94791,885700
3/16/2012,30.870001,31.76,30.860001,31.540001,29.710936,942900
3/19/2012,31.530001,32.560001,31.469999,32.07,30.210199,1361300
3/20/2012,31.49,31.709999,30.530001,30.639999,28.863127,1140000
3/21/2012,30.6,31.129999,30.129999,30.92,29.12689,1106300
3/22/2012,30.35,30.35,29.809999,29.969999,28.231981,980500
3/23/2012,30.049999,31.16,29.83,30.9,29.108051,1205400
3/26/2012,31.219999,31.35,30.84,31.27,29.456594,821700
3/27/2012,31.389999,31.4,30.58,30.620001,28.844288,897200
3/28/2012,30.57,30.57,29.700001,30.08,28.335604,993300
3/29/2012,29.75,30.040001,29.1,29.75,28.024738,1088800
3/30/2012,30.09,31.17,30,30.83,29.042107,1230100
4/2/2012,30.719999,31.559999,30.51,31.09,29.287033,1055400
4/3/2012,31,31.709999,30.690001,31.25,29.437752,774000
4/4/2012,30.709999,30.889999,29.6,30.18,28.429808,983600
4/5/2012,29.940001,30.66,29.48,29.91,28.175461,852300
4/9/2012,29.059999,29.549999,28.799999,29.309999,27.610258,1052200
4/10/2012,29.25,29.5,28.059999,28.16,26.526947,997500
4/11/2012,28.67,29.200001,28.299999,28.52,26.866074,992500
4/12/2012,29.51,30.540001,29.120001,30.129999,28.382704,1396700
4/13/2012,29.889999,30.299999,29.459999,30.02,28.279083,1132600
4/16/2012,30.9,31.5,30.5,30.76,28.976168,2723200
4/17/2012,31.950001,32.66,31.35,31.559999,29.729776,1645600
4/18/2012,31.42,31.629999,30.75,31.01,29.21167,1184500
4/19/2012,31.08,31.6,30.26,30.940001,29.145729,1378500
4/20/2012,31.379999,31.48,30.440001,30.719999,28.938488,1294300
4/23/2012,30.32,31.540001,29.76,31.1,29.296452,1284100
4/24/2012,31.23,31.9,30.82,31.51,29.682674,732000
4/25/2012,32.060001,32.869999,31.59,32.830002,30.926128,1488400
4/26/2012,32.669998,33.52,32.529999,33.459999,31.51959,1258700
4/27/2012,33.48,33.779999,32.700001,33.630001,31.679733,1298600
4/30/2012,33.619999,33.740002,32.970001,33.07,31.152206,1552300
5/1/2012,33.029999,33.900002,32.700001,33.299999,31.368868,1415200
5/2/2012,32.849998,33.049999,32.400002,32.73,30.831924,750700
5/3/2012,32.75,32.98,30.93,31.389999,29.569633,1365500
5/4/2012,30.969999,31.120001,30.01,30.200001,28.448645,1270100
5/7/2012,29.98,30.629999,29.450001,29.860001,28.128361,2445800
5/8/2012,29.51,29.57,27.540001,28.379999,26.73419,2626500
5/9/2012,27.83,28.639999,27.26,27.75,26.140724,2544800
5/10/2012,28.120001,28.860001,27.84,27.91,26.291447,1458300
5/11/2012,27.690001,28.67,27.48,27.709999,26.103043,1462100
5/14/2012,27.290001,27.639999,27,27.17,25.594358,1232900
5/15/2012,27.120001,27.360001,25.639999,25.84,24.341488,1774300
5/16/2012,26.08,26.85,25.379999,25.620001,24.134249,1210100
5/17/2012,25.790001,26.030001,24.85,25,23.550203,1600600
5/18/2012,25.09,25.48,24.51,24.67,23.239342,1164100
5/21/2012,24.85,26.57,24.809999,26.35,24.821913,1596100
5/22/2012,26.290001,27.1,25.690001,25.98,24.473372,1600200
5/23/2012,25.559999,26.35,24.76,26.27,24.746552,1400000
5/24/2012,26.32,26.629999,25.85,26.469999,24.934954,1933000
5/25/2012,26.35,26.799999,26.24,26.75,25.198717,1352900
5/29/2012,26.860001,28.01,26.860001,27.74,26.131306,1221300
5/30/2012,27.190001,27.26,26.01,26.200001,24.680613,1145600
5/31/2012,26.32,26.32,24.790001,25.690001,24.200191,2866900
6/1/2012,24.67,24.709999,23.440001,23.790001,22.410372,3440700
6/4/2012,23.75,24.879999,23.33,24.450001,23.032101,3373800
6/5/2012,24.35,25.34,24.219999,24.77,23.33354,1377800
6/6/2012,25.059999,26.219999,25.059999,25.52,24.040047,1195000
