Date,Open,High,Low,Close,Adj Close,Volume
4/30/2012,226.880005,229.720001,224.720001,228.800003,228.800003,378825
5/1/2012,229.160004,233.320007,226.520004,230.679993,230.679993,344500
5/2/2012,227.919998,228.520004,221.520004,223,223,499800
5/3/2012,221.759995,223,211.440002,213.119995,213.119995,676700
5/4/2012,210.720001,211.119995,203.800003,205.119995,205.119995,592075
5/7/2012,203.119995,209,200.679993,205.639999,205.639999,486800
5/8/2012,203.039993,203.039993,193.240005,199.039993,199.039993,811600
5/9/2012,193.919998,198.600006,192,197.199997,197.199997,655075
5/10/2012,200.960007,202.679993,196.440002,197,197,397725
5/11/2012,195,200.479996,193.800003,194.479996,194.479996,322350
5/14/2012,191.559998,194.720001,189.279999,189.800003,189.800003,417450
5/15/2012,189.880005,191,179.880005,180.880005,180.880005,494850
5/16/2012,182.039993,186.679993,178.160004,178.600006,178.600006,406400
5/17/2012,178.800003,182.199997,176.279999,177.160004,177.160004,458575
5/18/2012,178.360001,181.160004,175.800003,176.800003,176.800003,414100
5/21/2012,178.240005,185.559998,178.039993,184.520004,184.520004,505775
5/22/2012,185.039993,190.720001,181.600006,183.520004,183.520004,418975
5/23/2012,180.720001,182.600006,174.320007,182.279999,182.279999,522350
5/24/2012,183.039993,183.520004,173.559998,177.080002,177.080002,464325
5/25/2012,177.399994,180.199997,177.240005,178.720001,178.720001,265550
5/29/2012,181.320007,186.279999,181.160004,183.679993,183.679993,384700
5/30/2012,179,179.600006,174.520004,175.960007,175.960007,394950
5/31/2012,175.919998,176.440002,167.440002,172.839996,172.839996,573800
6/1/2012,168.119995,168.279999,160.039993,160.960007,160.960007,627375
6/4/2012,161.080002,162.360001,155.199997,160.320007,160.320007,592250
6/5/2012,159.800003,165.399994,159.279999,164.279999,164.279999,331350
6/6/2012,167.199997,172.600006,166.679993,170,170,383750
6/7/2012,174.479996,176.399994,169.160004,170.600006,170.600006,412325
6/8/2012,168.080002,169.160004,163.399994,168.679993,168.679993,368025
6/11/2012,171.720001,172.279999,164,164.279999,164.279999,412400
6/12/2012,165.720001,168,162.119995,165.479996,165.479996,338000
6/13/2012,162.440002,165.399994,159.080002,159.919998,159.919998,323850
6/14/2012,160.919998,163.639999,158,160.720001,160.720001,557100
6/15/2012,160.880005,164,160.080002,163.679993,163.679993,375850
6/18/2012,161.360001,161.440002,155.240005,156.559998,156.559998,728825
6/19/2012,159.839996,160.279999,156.600006,159.720001,159.720001,796550
6/20/2012,159.240005,162.800003,157.600006,159.479996,159.479996,620675
6/21/2012,159.199997,159.479996,146.160004,146.800003,146.800003,784650
6/22/2012,148.679993,150.960007,145.520004,148.759995,148.759995,942425
6/25/2012,145.479996,146.600006,143,145.639999,145.639999,613050
6/26/2012,145.360001,148.240005,142.720001,147.880005,147.880005,603300
6/27/2012,149.399994,152.160004,147.759995,151.039993,151.039993,692375
6/28/2012,149.880005,153.800003,148.440002,153.399994,153.399994,715325
6/29/2012,159.320007,164.559998,158.360001,164.479996,164.479996,905000
7/2/2012,163.880005,165.639999,160.360001,165,165,540600
7/3/2012,168.240005,174.520004,167.880005,174.320007,174.320007,488200
7/5/2012,172,175.639999,169.919998,172.679993,172.679993,533325
7/6/2012,168.119995,169.039993,163.199997,165.639999,165.639999,537375
7/9/2012,164.960007,165.039993,160.600006,162.440002,162.440002,433950
7/10/2012,162.880005,164.279999,153.160004,154.559998,154.559998,512375
7/11/2012,156.080002,159.679993,153.919998,158.960007,158.960007,512150
7/12/2012,155.199997,158,153.279999,156,156,487750
7/13/2012,160.919998,162.039993,157.600006,160.160004,160.160004,435025
7/16/2012,159.600006,160.720001,156.960007,159.720001,159.720001,542925
7/17/2012,161.679993,165.039993,157.759995,164.559998,164.559998,433225
7/18/2012,163.479996,169.279999,163.080002,166.960007,166.960007,387575
7/19/2012,168,175.039993,168,173.559998,173.559998,732800
7/20/2012,170.639999,172.919998,168.360001,172.559998,172.559998,397125
7/23/2012,168.119995,169,164.880005,167.279999,167.279999,396350
7/24/2012,166.800003,168.119995,160.039993,162.759995,162.759995,484525
7/25/2012,163.720001,165.440002,159.399994,161.520004,161.520004,399425
7/26/2012,158,163.559998,154.600006,158.080002,158.080002,1013775
7/27/2012,158.880005,170.800003,158.080002,168.919998,168.919998,853350
7/30/2012,170.399994,170.800003,163.440002,166.240005,166.240005,446000
7/31/2012,166,167.080002,161.440002,161.600006,161.600006,483750
8/1/2012,162.800003,163.800003,159.639999,162.240005,162.240005,352450
8/2/2012,159.440002,161.080002,153.639999,156.839996,156.839996,420400
8/3/2012,161.639999,167.279999,161,164.880005,164.880005,397025
8/6/2012,165,170.800003,165,168.520004,168.520004,429500
8/7/2012,170.720001,179.160004,170.399994,178.559998,178.559998,704625
8/8/2012,176.559998,180.679993,175.279999,179.119995,179.119995,529425
8/9/2012,178.759995,181.360001,178.399994,180,180,371600
8/10/2012,177.399994,182,176.320007,181.679993,181.679993,300975
8/13/2012,179.080002,182.600006,176.119995,176.520004,176.520004,250700
8/14/2012,178.039993,180.160004,174.960007,175.800003,175.800003,261400
8/15/2012,176.440002,179.199997,174.320007,178.279999,178.279999,322875
8/16/2012,178.759995,182.759995,178,181.600006,181.600006,351700
8/17/2012,181.440002,181.759995,178.080002,180,180,262650
8/20/2012,179.839996,180.639999,177.119995,178.279999,178.279999,270950
8/21/2012,180,180.960007,176.360001,177.440002,177.440002,337900
8/22/2012,176.679993,179.559998,174.759995,179.160004,179.160004,262750
8/23/2012,178.279999,180,174.880005,175,175,390250
8/24/2012,175.880005,179.679993,174.600006,179.080002,179.080002,305100
8/27/2012,179.279999,181.399994,177.679993,178.080002,178.080002,300475
8/28/2012,178.839996,180.960007,178.360001,180.320007,180.320007,330250
8/29/2012,180.279999,180.639999,177.479996,178.160004,178.160004,253825
8/30/2012,177.199997,177.679993,174.320007,174.679993,174.679993,322875
8/31/2012,176.479996,179.399994,175.240005,178.080002,178.080002,234975
9/4/2012,178.240005,183.119995,175.440002,181.800003,181.800003,476550
9/5/2012,184.639999,190,183.960007,188.160004,188.160004,799350
9/6/2012,191.240005,192.080002,188.919998,189.559998,189.559998,431550
9/7/2012,190.960007,198.199997,190.679993,196.720001,196.720001,562850
9/10/2012,195.839996,198.880005,194.080002,194.399994,194.399994,359575
9/11/2012,195.880005,200.119995,195.360001,199.080002,199.080002,471025
9/12/2012,200.279999,200.880005,196.679993,197.479996,197.479996,390850
9/13/2012,199.479996,209,194.360001,207,207,1344800
9/14/2012,210.039993,219.440002,209.520004,211.880005,211.880005,729300
9/17/2012,210.320007,212.800003,203.520004,203.960007,203.960007,619950
9/18/2012,203.080002,203.240005,195.600006,197.520004,197.520004,676325
9/19/2012,197.919998,197.919998,193.279999,194.440002,194.440002,555000
9/20/2012,192.479996,196.759995,191.240005,195.160004,195.160004,760950
9/21/2012,198.479996,199.399994,196.399994,196.639999,196.639999,581850
9/24/2012,193.320007,194.919998,190.279999,193.320007,193.320007,445000
9/25/2012,195.279999,195.279999,189.039993,189.039993,189.039993,348700
9/26/2012,188,188,183.199997,184.960007,184.960007,463675
9/27/2012,187.240005,189.600006,186.399994,188.320007,188.320007,298775
9/28/2012,188.119995,190.759995,185.600006,189.520004,189.520004,419700
10/1/2012,191,192.720001,187.320007,188.399994,188.399994,363975
10/2/2012,186.720001,189.119995,181.960007,188.360001,188.360001,584300
10/3/2012,188.279999,188.919998,181.479996,183.639999,183.639999,362250
10/4/2012,185.399994,187.720001,183.399994,186.399994,186.399994,333375
10/5/2012,187.720001,187.880005,182.160004,183.160004,183.160004,302850
10/8/2012,181.080002,184.919998,179.559998,184.160004,184.160004,319250
10/9/2012,184.559998,190.360001,183.440002,187.559998,187.559998,383975
10/10/2012,187.199997,189.279999,183.639999,185.080002,185.080002,338900
10/11/2012,189.039993,191.240005,186.080002,186.199997,186.199997,407700
10/12/2012,186.440002,187.960007,183.639999,185.639999,185.639999,404725
10/15/2012,185.639999,188.039993,182.440002,187.720001,187.720001,259750
10/16/2012,188.279999,193.279999,188,192.080002,192.080002,578200
10/17/2012,192.240005,195.479996,191.520004,194.119995,194.119995,335850
10/18/2012,194.199997,194.919998,191.360001,192.639999,192.639999,236975
10/19/2012,192.080002,193.440002,188.399994,189.080002,189.080002,235175
10/22/2012,188.440002,189.919998,182.800003,185.479996,185.479996,286625
10/23/2012,180.080002,180.160004,176.839996,177.800003,177.800003,503175
10/24/2012,179.520004,181.440002,174.080002,174.720001,174.720001,467025
10/25/2012,175.279999,177.880005,167.160004,171.639999,171.639999,749525
10/26/2012,167.279999,169.759995,166.679993,168.279999,168.279999,554475
10/31/2012,169.440002,170.199997,167.039993,168.080002,168.080002,434225
11/1/2012,168.600006,173.399994,168.240005,171.800003,171.800003,268700
11/2/2012,172.279999,172.679993,165.720001,166.360001,166.360001,258800
11/5/2012,168,170,166.440002,169.160004,169.160004,220675
11/6/2012,168.759995,173.240005,167.520004,172.399994,172.399994,503500
11/7/2012,170.039993,170.039993,165.960007,168.160004,168.160004,391375
11/8/2012,189,194.679993,171.039993,174.080002,174.080002,3487825
11/9/2012,172.919998,178.679993,171.199997,176.080002,176.080002,599250
11/12/2012,176.199997,176.520004,172.160004,173.720001,173.720001,240500
11/13/2012,171.279999,176.839996,170,173.039993,173.039993,361725
11/14/2012,173.080002,175.520004,171.839996,173,173,382725
11/15/2012,169.759995,173.559998,168.039993,171.320007,171.320007,435350
11/16/2012,171.440002,172.759995,168.279999,172.240005,172.240005,557350
11/19/2012,175.279999,179.639999,174.279999,179.520004,179.520004,653550
11/20/2012,178.520004,179.199997,176.479996,178.160004,178.160004,433000
11/21/2012,178.520004,178.800003,176.320007,177.440002,177.440002,199750
11/23/2012,178.320007,180.320007,177.360001,179.880005,179.880005,100525
11/26/2012,178.639999,178.880005,174.559998,174.880005,174.880005,289525
11/27/2012,174.600006,174.679993,169.279999,169.479996,169.479996,543100
11/28/2012,167.559998,169.600006,165.600006,169.119995,169.119995,712475
11/29/2012,171.119995,187.160004,160.759995,163.759995,163.759995,1377650
11/30/2012,165,168.399994,163.520004,167.759995,167.759995,657275
12/3/2012,169.279999,172.679993,168.279999,170.160004,170.160004,441875
12/4/2012,169.600006,171.039993,168.240005,170.080002,170.080002,409625
12/5/2012,172.600006,178.039993,172.479996,177.440002,177.440002,536400
12/6/2012,176.919998,178.199997,173.520004,174.360001,174.360001,361175
12/7/2012,176.360001,178.119995,173.440002,174.600006,174.600006,393700
12/10/2012,174.080002,175.479996,169.839996,171,171,350425
12/11/2012,171.039993,173.399994,169.839996,170.759995,170.759995,412075
12/12/2012,172.279999,173.119995,169.880005,170.440002,170.440002,326675
12/13/2012,170.039993,170.039993,166.839996,168.279999,168.279999,276525
12/14/2012,168.320007,169.160004,167.199997,167.639999,167.639999,255150
12/17/2012,168.240005,170.080002,167.399994,169.600006,169.600006,260025
12/18/2012,169.720001,176.080002,169.199997,173.960007,173.960007,378275
12/19/2012,173.759995,175.759995,172.440002,172.440002,172.440002,186075
12/20/2012,171.800003,173.080002,169.639999,172.520004,172.520004,212725
12/21/2012,168.559998,171.399994,168.039993,171.080002,171.080002,292100
12/24/2012,169.360001,171.839996,168.639999,169.960007,169.960007,99600
12/26/2012,171.360001,173.279999,170.880005,172.160004,172.160004,238100
12/27/2012,172.199997,172.240005,167.679993,170.279999,170.279999,297950
12/28/2012,169.160004,169.160004,166.320007,166.679993,166.679993,236650
12/31/2012,165.600006,174,165.600006,173.479996,173.479996,315325
1/2/2013,177.759995,180,174.399994,179.960007,179.960007,478775
